city,place_name,category,lat,lon
CHENNAI,City Tower Hospitals,hospital,13.08438,80.2160862
CHENNAI,"Apollo Hospitals, Tondiarpet",hospital,13.1289367,80.2905623
CHENNAI,K.H.M.Hospital,hospital,13.0844424,80.2130723
CHENNAI,Sundaram Medical Foundation,hospital,13.08217,80.2069819
CHENNAI,Sri Devi Speciality Hospial,hospital,13.0887983,80.1994692
CHENNAI,Corporation Hospital,hospital,13.0336624,80.2572467
CHENNAI,"Hindu Mission Health Services, Kanchipuram",hospital,12.9787682,80.1846471
CHENNAI,Military Hospital,hospital,13.0194622,80.1972947
CHENNAI,Goverment dental hospital & collage,hospital,13.0829605,80.281264
CHENNAI,Kilpauk Medical College,hospital,13.0785984,80.2433369
CHENNAI,Hariharan Hospital,hospital,12.9847145,80.1905906
CHENNAI,BM Hospital,hospital,12.9887616,80.1904116
CHENNAI,K.F. Hospital,hospital,12.973463,80.1841397
CHENNAI,Cancer Institute,hospital,13.0061338,80.239884
CHENNAI,Govt Maternity Hospital,hospital,13.0720996,80.2589871
CHENNAI,Institute of Child Health,hospital,13.0735496,80.257025
CHENNAI,Institute of Obstetrics and Gynaecology dd,hospital,13.0735431,80.2591463
CHENNAI,MIOT International,hospital,13.0211808,80.1858412
CHENNAI,St. Thomas Hospital,hospital,13.0122733,80.196428
CHENNAI,Venkataeswara Hospitals,hospital,13.0293624,80.2440921
CHENNAI,Sarswathi Hospital,hospital,12.9653846,80.2067733
CHENNAI,Apollo Clinic & Pharmacy,hospital,13.05244,80.2041657
CHENNAI,Vijaya Heart Centre,hospital,13.0483819,80.2070144
CHENNAI,"Vasan Eye Care Hospital, Vadapalani",hospital,13.0495316,80.211027
CHENNAI,JJ Hospital,hospital,13.0571293,80.1942138
CHENNAI,Appasamy Hospital,hospital,13.0750445,80.2151198
CHENNAI,Appasamy Hospital,hospital,13.073239,80.2148826
CHENNAI,Appolo Clinic,hospital,13.0892073,80.2178866
CHENNAI,Aakash Fertility Centre & Hospital,hospital,13.0554597,80.2118365
CHENNAI,Rajan Eye Care Hospital,hospital,13.0508335,80.2434416
CHENNAI,sree dhanalakshmi family clinic,hospital,13.0583046,80.211745
CHENNAI,Bhadra Homeo,hospital,12.9663879,80.2474724
CHENNAI,Amma Hospital,hospital,13.0626045,80.2305209
CHENNAI,Right Hospitals,hospital,13.0787952,80.2405731
CHENNAI,Vasan Eye Care Hospital,hospital,13.0015307,80.2552541
CHENNAI,Prime Care Nursing Home,hospital,12.9799192,80.2044922
CHENNAI,Apollo Free Emergency Clinic,hospital,13.0677233,80.2050055
CHENNAI,Agarwal Hospital,hospital,13.0385656,80.2165845
CHENNAI,Senthil Nursing Home,hospital,13.0849671,80.2004752
CHENNAI,I K Hospital,hospital,13.0868667,80.1991661
CHENNAI,Ortho clinic,hospital,12.9800456,80.2286587
CHENNAI,SP Hospital,hospital,12.9933638,80.2009134
CHENNAI,Fourtts India Laboratories,hospital,12.9321684,80.2337388
CHENNAI,Rotary Central Margaret Sidney Hospital,hospital,12.9837958,80.1932105
CHENNAI,Sri Chakra Hospital,hospital,12.9786524,80.1850278
CHENNAI,Rajan Hospital,hospital,12.8928496,80.1835976
CHENNAI,Dr. Janardhanan Multispeciality Dental Clinic,hospital,12.9842586,80.1886083
CHENNAI,Dr Venugopals' Sundaram Clini,hospital,13.076782,80.268345
CHENNAI,Dr Kabir's Clinic,hospital,13.0768734,80.2678381
CHENNAI,Dr Sridhars'Clinic,hospital,13.0764345,80.2672427
CHENNAI,Vepery Hospital,hospital,13.0921812,80.2594411
CHENNAI,Jaws Dental Foundation,hospital,13.0929667,80.2236256
CHENNAI,Chennai Skin Foundation,hospital,13.0205681,80.2594702
CHENNAI,Sukrthi Nursing Home,hospital,12.9710287,80.2082964
CHENNAI,Kauvery Hospital,hospital,13.0381705,80.2573008
CHENNAI,Velachery SABA Hospital,hospital,12.9862735,80.2298924
CHENNAI,Kaya Skin clinic,hospital,12.9767775,80.2223505
CHENNAI,Pavithra Hospital,hospital,13.1260907,80.2488406
CHENNAI,Shankara Netralaya Eye Hospital,hospital,13.0642564,80.2497746
CHENNAI,Srinivasan Rajalakshmi Memorial Hospital,hospital,12.9733792,80.187599
CHENNAI,Chennai Medical Centre Hospital,hospital,13.0380047,80.1889685
CHENNAI,SRM Institutes For Medical Science,hospital,13.0515961,80.2114304
CHENNAI,HEALTH,hospital,13.0135999,80.2395364
CHENNAI,The Cresent Hospital,hospital,13.0527235,80.2727336
CHENNAI,Biocosmo Healthcare,hospital,13.0590329,80.2375326
CHENNAI,Vijaya Group of Hospital,hospital,13.0497391,80.2083222
CHENNAI,ஹிபா சிறப்பு மருத்துவமனை,hospital,13.0615207,80.275747
CHENNAI,ARK Hospital,hospital,12.9856999,80.2293536
CHENNAI,Annamalai Hospital,hospital,13.031147,80.2228983
CHENNAI,Ezhil Hospital,hospital,13.0319539,80.2207913
CHENNAI,"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy",hospital,12.9794,80.2043658
CHENNAI,Nivas Skin Clinic,hospital,13.0289663,80.2085951
CHENNAI,Apollo Cancer Centres,hospital,13.0337515,80.2451004
CHENNAI,Raju Hospitals,hospital,13.0329888,80.230346
CHENNAI,Sri Kalyan Hospital,hospital,13.0063976,80.2507134
CHENNAI,Sen Hospital,hospital,13.1105649,80.2418775
CHENNAI,Billroth Hospitals,hospital,13.0757435,80.2272588
CHENNAI,Cauvery Trust Hospital,hospital,13.1026603,80.2112943
CHENNAI,Kedar Hospital,hospital,13.0229098,80.1670808
CHENNAI,Soundarapandian Bone and Joint Hospital Research Institute Pvt. Ltd.,hospital,13.0835957,80.2156462
CHENNAI,Dr. U. Mohan Rau Memorial Hospital - Chennai,hospital,13.079494,80.2572808
CHENNAI,Chennai Cancer Care,hospital,13.0762935,80.234026
CHENNAI,Chennai Eye Care Hospital,hospital,12.9789449,80.2246302
CHENNAI,Chennai Heart Centre,hospital,13.0917939,80.2410534
CHENNAI,Chennai Kaliappa Hospital,hospital,13.0268492,80.2558082
CHENNAI,Mots Hospital,hospital,13.0833606,80.2341561
CHENNAI,Vasanthi Orthopaedic Hospital,hospital,13.0723588,80.2157642
CHENNAI,R.K. Gynaec And Maternity Hospital,hospital,13.0788127,80.2481786
CHENNAI,R.G. Stone Urological Research Institute,hospital,13.0240792,80.2278288
CHENNAI,R. K. Eye Centre,hospital,13.0485912,80.2311788
CHENNAI,Psymed Hospiyal,hospital,13.0714757,80.2317998
CHENNAI,"Vasanthram Hospital (P) Ltd.,",hospital,13.0433091,80.2187696
CHENNAI,Vadapalani Multispeciality Hospital,hospital,13.0516559,80.2133146
CHENNAI,Sri Ramachandra Hospital,hospital,13.0378713,80.1402023
CHENNAI,"M N Eye Hospital Private Limited, Tondiarpet",hospital,13.1232306,80.2876528
CHENNAI,Doctor Rexs Hospitals,hospital,13.0838812,80.2502386
CHENNAI,Helios Hospital Pvt Ltd,hospital,12.9855882,80.2189144
CHENNAI,Deepam Muthu Hospital,hospital,13.0995855,80.2605303
CHENNAI,Malligai Hospital,hospital,13.1238765,80.2899749
CHENNAI,Huma Specialists Hospital and Research Centre Pvt Ltd,hospital,13.0282655,80.235353
CHENNAI,Divya Hospital,hospital,12.9644392,80.187601
CHENNAI,Noor`S Hospital,hospital,13.1418442,80.2485046
CHENNAI,"Vasan Eye Care Hospital, Perambur",hospital,13.1177888,80.2287099
CHENNAI,Sri Sai Krs Hospital,hospital,13.0379757,80.2162984
CHENNAI,"Gowri Nursing Home, Kanchipuram",hospital,12.9779713,80.1883923
CHENNAI,Satish Eye Hospital,hospital,13.0813959,80.2469972
CHENNAI,"A.K. Hospital, Chennai",hospital,13.0741442,80.220515
CHENNAI,Ammayi Eye Hospital,hospital,13.0331935,80.2159045
CHENNAI,K.M. Speciality Hospital,hospital,13.0379671,80.2013517
CHENNAI,Subha Hospital,hospital,13.1113868,80.2923493
CHENNAI,Radhatri Nethralaya,hospital,13.0339283,80.2394965
CHENNAI,"S M Hospital, Chennai",hospital,13.0400969,80.2044211
CHENNAI,Cu Shah Sankara Netralaya,hospital,13.0012687,80.2001283
CHENNAI,Aashiana Hospital,hospital,13.0924039,80.2090184
CHENNAI,"Ayesha Hospital, Kilpauk",hospital,13.0847009,80.2498054
CHENNAI,Frontline Eye Hospital,hospital,13.0323531,80.2517212
CHENNAI,Fousiya Hospital,hospital,13.0477722,80.2744473
CHENNAI,Hande Hospital,hospital,13.0764653,80.2274586
CHENNAI,Dr Gurusekaran Hospital Pvt Ltd,hospital,13.0374924,80.2381137
CHENNAI,G. R. Hospital & Fertility Centre,hospital,12.9952982,80.2068955
CHENNAI,G K M Hospital Pvt Ltd,hospital,13.0899919,80.2585199
CHENNAI,Starlight Hospitals Pvt Ltd,hospital,12.9864526,80.2601581
CHENNAI,Kaliappa Renal Center,hospital,13.0274616,80.2566481
CHENNAI,K P Childrens Hospital And Neuro Centre,hospital,12.9911179,80.1986745
CHENNAI,Ayur Kshetra ( A Unit Of Institute Of Ayurvedic Research Pvt Ltd),hospital,13.0760812,80.2107431
CHENNAI,Krishna Eye And Ent Hospitals,hospital,13.0343985,80.2339764
CHENNAI,Vishnu Eye Clinic and Laser Foundation,hospital,13.0842894,80.2230605
CHENNAI,"Santhigiri Ayurveda and Siddha Hospital, Chennai",hospital,13.0476871,80.2646568
CHENNAI,Vijaya Heart Foundation - Vijaya Hospital,hospital,13.054729,80.2110462
CHENNAI,Santosh Hospital Pvt Ltd,hospital,12.995229,80.2691898
CHENNAI,"Dr.Agarwal's Eye Hospital Ltd., Anna Nagar",hospital,13.0847414,80.2219681
CHENNAI,Athipathi Hospital and Research Centre,hospital,12.9762711,80.2222002
CHENNAI,Girishwari Hospital Pvt Ltd,hospital,13.0349787,80.2519137
CHENNAI,Sri Kumaran Multi Speciality Hospital,hospital,13.1152895,80.2923614
CHENNAI,Dr. K Ravi Eye Care,hospital,13.0407013,80.2618016
CHENNAI,Madras Ent Research Foundation,hospital,13.0268688,80.2541439
CHENNAI,Dr. Mohans Mv Diabetes Specialities Centre - Chennai,hospital,13.0541946,80.257671
CHENNAI,Chettinad Super Speciality Hospital,hospital,12.9109406,80.228211
CHENNAI,Lifeline Rigid Hospital,hospital,13.0780204,80.2336988
CHENNAI,Dr. Seshiah Diabetes Research Institute and Dr. Balaji Diabetes Care Centre,hospital,13.0748591,80.2299839
CHENNAI,Dr.Kamakshi Memorial Hospital,hospital,13.0022187,80.2520867
CHENNAI,Dr.Duraiswami Eye Hospital,hospital,13.034051,80.2279374
CHENNAI,Dr.Agarwals Eye Hospital - Velacherry,hospital,12.9832366,80.217509
CHENNAI,"Dr.Agarwal's Eye Hospital Ltd, Nanganallur",hospital,12.9827844,80.1891661
CHENNAI,Dr. Udhaya Rajas Dental Centre,hospital,13.0465492,80.2422899
CHENNAI,Sri Bala Nursing Home,hospital,13.1183119,80.2318051
CHENNAI,Lakshmi Hospital,hospital,13.0314888,80.2218689
CHENNAI,Nanthini Hospital,hospital,12.9326457,80.2320063
CHENNAI,Bharathirajaa Hospital and Research centre,hospital,13.0480981,80.245015
CHENNAI,Bethany Health Care Centre,hospital,13.0699812,80.2444142
CHENNAI,Bhagwan Mahaveer Eye Hospital,hospital,13.1105084,80.2917197
CHENNAI,Bharath Hospital,hospital,12.9823277,80.1937835
CHENNAI,Trinity Acute Care Hospital - Chennai,hospital,13.0382607,80.2582785
CHENNAI,Balakrishna Eye Hospital,hospital,13.0274436,80.2269866
CHENNAI,B.S.S. Hospital,hospital,13.026013,80.2655232
CHENNAI,B.R.S. Hospital Pvt. Ltd.,hospital,13.0519442,80.2454831
CHENNAI,Harvey Healthcare Limited,hospital,13.037303,80.2558136
CHENNAI,Chitra's Ent Laser Hospital,hospital,13.0518247,80.2476483
CHENNAI,Kottakkal Arya Vaidya Sala,hospital,13.0395483,80.2313016
CHENNAI,Je Nesam Hospital,hospital,13.0405732,80.2146873
CHENNAI,Chennai Meenakshi Multispeciality Hospital Ltd,hospital,13.0376198,80.2619625
CHENNAI,Chennai Skin Foundation and Yesudian Research Institute,hospital,13.0210394,80.2592924
CHENNAI,Dr.Mu.Va.Hospital,hospital,13.0743327,80.228278
CHENNAI,Mysaan Hospital,hospital,13.0641326,80.2705644
CHENNAI,V H M Hospitals Pvt Ltd,hospital,13.0462892,80.1979979
CHENNAI,Robin and Robin Health Care,hospital,13.0807741,80.1989025
CHENNAI,West Madras Medical Centre,hospital,13.0850496,80.215956
CHENNAI,"Kauvery Hospital, Chennai",hospital,13.0390564,80.2568208
CHENNAI,Rathi Med Speciality Hospital,hospital,13.0916495,80.2179844
CHENNAI,Santhi Hospital,hospital,12.9507835,80.255186
CHENNAI,Sunder Eye Hospital,hospital,13.08497,80.2159721
CHENNAI,Laksha Hospital,hospital,13.0435469,80.2636349
CHENNAI,Narayanaa Hospital,hospital,13.0893773,80.2547595
CHENNAI,Janamma Hospital,hospital,13.0269457,80.2623196
CHENNAI,"Noble Hospital, Chennai",hospital,13.0821536,80.253244
CHENNAI,"J.K. Hospital, Chennai",hospital,13.1354513,80.2934799
CHENNAI,Indira Eye Hospital,hospital,13.0222055,80.2622388
CHENNAI,Indian Hospitals,hospital,13.0766658,80.2057502
CHENNAI,Diabetes Research Centre and M.V.Hospital For Diabetes,hospital,13.1119458,80.2952072
CHENNAI,"Vasan Eye Care Hospital, Neelankarai",hospital,12.9504267,80.2551001
CHENNAI,Apollo First Medical Foundation,hospital,13.0776912,80.2459216
CHENNAI,Josephs Nursing Home,hospital,13.0739408,80.2357346
CHENNAI,Jayam Polyclinc,hospital,12.9958562,80.2603345
CHENNAI,Jayadev Polyclinic Hospital,hospital,13.0778545,80.2415295
CHENNAI,Kummaran Eye Speciality Centre,hospital,13.0600349,80.2302911
CHENNAI,Kvt Health Centre,hospital,13.1282303,80.2421558
CHENNAI,Ezhil Hospital,hospital,13.1302259,80.2916855
CHENNAI,Premier Health Center,hospital,13.0842489,80.220851
CHENNAI,Vasantha Subramanian Hospitals Pvt Ltd,hospital,13.0731975,80.2527237
CHENNAI,"Vasan Eye Care Hospital, Tondiarpet",hospital,13.1109009,80.2812195
CHENNAI,Madras Poly Clinic and R.R. Scan,hospital,13.0461063,80.2220044
CHENNAI,Life Medhospital,hospital,13.0535505,80.2576911
CHENNAI,"K.M. Hospitals, Chennai",hospital,13.0884107,80.2421169
CHENNAI,Zubeda Hospitals Ltd.,hospital,13.0741955,80.2357775
CHENNAI,RR Multispeciality Hospital,hospital,13.0584745,80.2740124
CHENNAI,Dr.Manju Kulkarni Hospital,hospital,13.0743836,80.2367672
CHENNAI,S.V. Bone And Joint Hospital,hospital,13.0473239,80.2241461
CHENNAI,Sri Eshodha Hospital,hospital,13.0981213,80.2362643
CHENNAI,Srichakara Multispeciality Hospital,hospital,12.97853,80.1851381
CHENNAI,Abhijay Hospital,hospital,13.1160177,80.2328438
CHENNAI,"Sinus And Nose Hospital - Mylapore, Chennai",hospital,13.0350623,80.2778479
CHENNAI,Sibi Hospital,hospital,12.9697917,80.1904562
CHENNAI,Sri Venkateshwara`s C.M. Hospital,hospital,12.9857914,80.185987
CHENNAI,Srinivas Priya Hospital (P) Ltd,hospital,13.1100467,80.2466847
CHENNAI,"M.R. Hospital, Chennai",hospital,13.0725279,80.2195783
CHENNAI,M. N. Orthopaedic Hospital,hospital,13.0810328,80.2336653
CHENNAI,M V Hospital For Diabetes Pvt Ltd,hospital,13.1121574,80.2956927
CHENNAI,M N Eye Hospital,hospital,12.996767,80.2603599
CHENNAI,"A.V. Hospital, Chennai",hospital,13.1170802,80.2864189
CHENNAI,N.R. Hospital,hospital,13.1122162,80.2309737
CHENNAI,N.R. Medical Home Private Limited,hospital,13.0965878,80.2597135
CHENNAI,Nagamani Hospitals Private Limited,hospital,13.117412,80.289427
CHENNAI,Nalamm Hospital Pvt Ltd,hospital,13.1184216,80.2610184
CHENNAI,Nandalala Medical Foundation,hospital,13.0328516,80.2615173
CHENNAI,Sri Kumaran Health Centre,hospital,13.1308907,80.2138799
CHENNAI,Nandhini Hospital,hospital,12.9784706,80.2247932
CHENNAI,Navasuja Sankara Nethralaya,hospital,13.0265108,80.2607878
CHENNAI,Neomed Hospital - Chennai,hospital,13.083452,80.2030747
CHENNAI,"New Balaji Hospital, Chennai",hospital,13.0316469,80.2311185
CHENNAI,New Hope Indian Specilaity Hospital,hospital,13.0777579,80.2414826
CHENNAI,New Hope Medical Centre Pvt. Ltd,hospital,13.0776821,80.2415201
CHENNAI,Nichani Health Centre,hospital,13.111251,80.2940284
CHENNAI,Orthopedic and Specialities Hospital,hospital,13.0390564,80.2086724
CHENNAI,Padmapriya Hospital Pvt. Ltd.,hospital,12.9996223,80.2537027
CHENNAI,Palani Balaji Fertility Centre,hospital,13.0122123,80.2235084
CHENNAI,Pallava Hospital,hospital,13.0420391,80.2126005
CHENNAI,Pankajam Memorial Hospital,hospital,12.9801472,80.1835965
CHENNAI,Apollo Childrens Hospital,hospital,13.060131,80.2523656
CHENNAI,Anuradha Maternity Centre,hospital,13.0356881,80.2337551
CHENNAI,Shri Balaji Hospital - Chennai,hospital,13.0919709,80.2511633
CHENNAI,Tamil Nadu Urological Research Centre,hospital,13.0710341,80.222632
CHENNAI,Thirimoorthys Heart Care Hospital,hospital,12.9673347,80.1867983
CHENNAI,"Thulasi Krishna Nursing Home, Kodambakkam",hospital,13.0517176,80.2300054
CHENNAI,Dr. Agarwal's Eye Hospital,hospital,13.074266,80.2382156
CHENNAI,Selvarangam Hospital,hospital,13.0850183,80.2244673
CHENNAI,"Sankara Nethralaya, Chennai",hospital,13.0670837,80.2505444
CHENNAI,Sri Lakshmi Multi Speciality Hospital Pvt Ltd,hospital,12.9640779,80.2461429
CHENNAI,Dr Agarwal Eye Hospital Ltd,hospital,13.1135903,80.2270764
CHENNAI,Tosh Hospitals Private Limited,hospital,13.0827016,80.2424652
CHENNAI,Sundaram Cancer Centre,hospital,13.07604,80.2366224
CHENNAI,R.R. Eye Instutute and Laser Foundation,hospital,13.0483992,80.2040416
CHENNAI,Avm Medical Ent Research Foundation Pvt Ltd,hospital,13.0441485,80.2637114
CHENNAI,"Aditya Hospital, Chennai",hospital,13.0806801,80.2486159
CHENNAI,Laser and Laparascopic Hospital,hospital,13.0430125,80.2371521
CHENNAI,Lakshmi Maternity Hospital,hospital,12.9938673,80.2528444
CHENNAI,Kumaran Hospital Pvt.Ltd.,hospital,13.0790289,80.2490893
CHENNAI,Apollo Specialty Hospitals Private Limited,hospital,13.0177957,80.2711008
CHENNAI,Deepam Eye Hospital,hospital,13.0877615,80.2423476
CHENNAI,Dr. A. Ramachandran's Diabetes Hospital,hospital,13.0685338,80.2579902
CHENNAI,Veecare Eye Hospital,hospital,13.0843952,80.2182426
CHENNAI,Velachery K S Hospital,hospital,12.9763914,80.2114016
CHENNAI,K.J. Hospital,hospital,13.0790015,80.25267
CHENNAI,Sathya Physiotherapy Centre,hospital,13.0440365,80.2336198
CHENNAI,Kensington Hospital,hospital,13.0788382,80.2469368
CHENNAI,Ponmalligai Hospital Pvt Ltd,hospital,12.9925116,80.2061465
CHENNAI,Pdr Othopaedic Hospital,hospital,13.0389519,80.2290894
CHENNAI,E V Kalyani Medical Centre,hospital,13.0427786,80.2706811
CHENNAI,Yogi Vedha Kumari Hospital,hospital,13.0269877,80.2631588
CHENNAI,Xcellent Care Superspeciality Hospital,hospital,12.9833895,80.2181782
CHENNAI,Women and Children Foundation,hospital,13.0478465,80.2329075
CHENNAI,"Sudha Hospital, Chennai",hospital,13.0791504,80.2541493
CHENNAI,V.K. Hospital,hospital,13.0816938,80.2522811
CHENNAI,U.K. Hospitals Pvt. Ltd.,hospital,13.0838857,80.2252632
CHENNAI,"Trust Hospital, Chennai",hospital,13.0892193,80.2415402
CHENNAI,Titan Eye,hospital,13.082343,80.2076291
CHENNAI,Sai Ortho Care Hospital,hospital,13.0332775,80.2371645
CHENNAI,Sooriya Hospital,hospital,13.0481888,80.2035199
CHENNAI,Centre For Blood Disorders,hospital,13.0496502,80.2410582
CHENNAI,Roselin Gandhi Hospital,hospital,13.1166714,80.2803303
CHENNAI,Paterson Cancer Center / Vijaya Health Centre Premises,hospital,13.0475826,80.2069719
CHENNAI,Fertility Research Centre,hospital,13.0558855,80.2481343
CHENNAI,Spot Hospital,hospital,13.047269,80.2187347
CHENNAI,B B Hospital,hospital,13.1184203,80.204346
CHENNAI,Appasamy Krishna Hospital and Medical Research Centre,hospital,12.9758647,80.2205016
CHENNAI,"Medindia Hospitals, Chennai",hospital,13.0606718,80.2432201
CHENNAI,Rudhra-Chella Clinicare`N`Cure Services,hospital,13.1228878,80.293498
CHENNAI,K.K.R. ENT Hospital and Research Institute(P) Ltd,hospital,13.0781955,80.2452886
CHENNAI,"Srinivasa Hospital P P N, Chennai",hospital,13.0503377,80.2299377
CHENNAI,Gastro Cre Hospital,hospital,13.0394065,80.2507684
CHENNAI,Aaditya Kamaraja Eye Hospital,hospital,13.0463676,80.1865241
CHENNAI,Sahishnatha Indtitute Of Maternal And Child Health,hospital,12.9531897,80.2541614
CHENNAI,Siva E N T Hospital,hospital,13.0619796,80.2741693
CHENNAI,"Vinayagam Laser Hospital, Chennai",hospital,13.0476113,80.2650954
CHENNAI,"Dr Agarwals Eye Hospital, Triplicane",hospital,13.0524884,80.2736449
CHENNAI,"Dr.Agarwal's Eye Hospital Ltd., Gopala Puram",hospital,13.0432085,80.259169
CHENNAI,Bharani Hospital,hospital,13.0380111,80.2013205
CHENNAI,Fortis Vadapalani Hospital,hospital,13.0475131,80.2042733
CHENNAI,Tamil Nadu Urological Research Centre Best Kidney Stone Clinic,hospital,13.0748708,80.2147555
CHENNAI,Sri Ranga Hospitals,hospital,13.0290525,80.2636265
CHENNAI,Chamiers Day Care Center,hospital,13.0297278,80.2446245
